sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,20000,87,34,245,2,3129,0.0,69.25543482024752,150.01844467010173
post login,20000,302,85,946,4,3452,0.0,69.25231735566952,212.80134767173712
ajax post search,20000,310,99,958,6,3913,0.0,69.25279694733672,283.3785361127366
get view hotel,20000,260,55,862,3,4074,0.0,69.25327654564657,196.19998682564622
post book hotel,20000,292,109,858,6,4305,0.0,69.25207756232687,448.98862548151834
ajax post cc number,20000,154,74,424,5,3797,0.0,69.25327654564657,51.18935063150331
ajax post cc name,20000,143,67,402,5,3148,0.0,69.25279694733672,45.841046949717274
post booking details,20000,140,67,387,5,3201,0.0,69.25255715067279,229.80634320420327
post confirm booking,20000,395,161,1113,6,4804,0.0,69.2530367456613,516.2180535200453
cancel booking,20000,360,131,1051,6,5271,0.0,69.25831272898529,457.81549893904923
get logout,20000,183,95,484,4,3671,0.0,69.25759322937769,155.8422391564252
TOTAL,220000,239,78,699,2,5271,0.0,761.3932111412593,2746.6518706912066
