sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,1000,15,14,24,2,98,0.0,45.10396463849172,97.15072441195706
post login,1000,19,18,26,5,109,0.0,45.07956543298922,137.9043777892981
ajax post search,1000,18,16,28,5,96,0.0,45.07956543298922,183.91608650205112
get view hotel,1000,15,13,24,3,88,0.0,45.08566275924257,127.223110628945
post book hotel,1000,20,19,29,6,95,0.0,45.073469755701794,291.6894821762598
ajax post cc number,1000,17,14,28,6,89,0.0,45.08769556787953,32.79147962317958
ajax post cc name,1000,18,16,28,6,114,0.0,45.081597691822196,29.30906992437562
post booking details,1000,19,16,30,6,107,0.0,45.081597691822196,149.09245989146606
post confirm booking,1000,19,16,31,6,112,0.0,45.08363013389838,335.5055953011586
cancel booking,1000,19,16,30,6,105,0.0,45.08972855983407,297.5096027031292
get logout,1000,18,15,31,5,92,0.0,45.095828635851184,100.96123696448703
TOTAL,11000,18,16,28,2,114,0.0,492.6328989206861,1771.2177654339648
