sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,4000,25,16,52,2,896,0.0,51.34129123347452,85.98663522012579
post login,4000,85,67,164,10,979,0.0,51.32218786486868,133.71835666354457
ajax post search,4000,42,27,95,4,949,0.0,51.33206714234382,183.3717789127868
get view hotel,4000,42,27,93,4,998,0.0,51.3294322964788,115.58896914459501
post book hotel,4000,107,84,208,14,997,0.0,51.3169204716025,492.02102069354817
ajax post cc number,4000,31,18,71,1,938,0.0,51.33536108009599,7.770489225991094
ajax post cc name,4000,7,3,12,1,277,0.0,51.340632259886284,7.529888370223716
post booking details,4000,99,72,207,15,985,0.0,51.32218786486868,138.42957312770244
post confirm booking,4000,104,83,213,11,1059,0.0,51.328114974977545,381.20147889131266
cancel booking,4000,121,101,230,11,1120,0.0,51.3235048821484,306.08656671414093
get logout,4000,45,26,104,4,1016,0.0,51.332725896076894,86.01991308727847
TOTAL,44000,64,39,157,1,1120,0.0,563.2720988286501,1933.2517187199962
