sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,25,2,896,32.17544964332278,0.0,51.34129123347452,85.98663522012579,1715.0
post login,4000,85,10,979,63.37859922521165,0.0,51.32218786486868,133.71835666354457,2668.0
ajax post search,4000,42,4,949,47.268569678354986,0.0,51.33206714234382,183.3717789127868,3658.0
get view hotel,4000,42,4,998,47.81769481844561,0.0,51.3294322964788,115.58896914459501,2305.95
post book hotel,4000,107,14,997,78.21666957880528,0.0,51.3169204716025,492.02102069354817,9818.0
ajax post cc number,4000,31,1,938,43.66819062472706,0.0,51.33536108009599,7.770489225991094,155.0
ajax post cc name,4000,7,1,277,17.91937749337292,0.0,51.340632259886284,7.529888370223716,150.18525
post booking details,4000,99,15,985,83.10351123598811,0.0,51.32218786486868,138.42957312770244,2762.0
post confirm booking,4000,104,11,1059,84.53138812890748,0.0,51.328114974977545,381.20147889131266,7605.0
cancel booking,4000,121,11,1120,82.05909889182003,0.0,51.3235048821484,306.08656671414093,6107.0
get logout,4000,45,4,1016,53.632560996096394,0.0,51.332725896076894,86.01991308727847,1715.95
TOTAL,44000,64,1,1120,72.10680795708414,0.0,563.2720988286501,1933.2517187199962,3514.5532045454547
