sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,500,1,1,12,1.0960638667522984,0.0,87.93527963418923,142.8980926288252,1664.038
post login,500,4,3,20,2.0398774472992227,0.0,87.96622097114708,296.1987596762843,3448.0
ajax post search,500,2,2,15,1.367368275191435,0.0,87.99718409010912,196.10309970080957,2282.0
get view hotel,500,3,2,20,1.8735410323769262,0.0,87.98169980644026,228.46029275910612,2659.0
post book hotel,500,12,9,34,2.705912784995113,0.0,87.81173164734808,842.1865395591851,9821.0
ajax post cc number,500,2,1,21,1.7570099601311318,0.0,88.04366966015144,103.00421509068498,1198.0
ajax post cc name,500,1,1,17,1.787709148603318,0.0,88.05917576611483,104.82825708876365,1219.0
post booking details,500,4,2,21,1.551644289133307,0.0,88.04366966015144,237.56314381933439,2763.0
post confirm booking,500,2,1,16,1.4517010711575578,0.0,88.07468733485996,14.621774264576361,170.0
get confirm booking,500,3,2,21,1.6795844724216757,0.0,88.09020436927413,513.0566199788583,5964.0
cancel booking,500,5,4,19,1.8015060366260225,0.0,88.09020436927413,469.6136969256519,5459.0
get logout,500,1,1,15,1.2675819500134895,0.0,88.15232722143865,143.33361799188998,1665.0
TOTAL,6000,3,1,34,3.3361458801037664,0.0,1046.0251046025105,3261.3406214587694,3192.6698333333334
