sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,16000,33,16,75,1,722,0.0,164.2912884544297,369.6777604466156
post login,16000,77,22,241,2,1117,0.0,164.27442041931045,578.9795498399608
ajax post search,16000,77,22,246,3,1221,0.0,164.27779374922997,678.2243206856544
get view hotel,16000,70,20,222,2,1235,0.0,164.28116721769308,474.0351429342413
post book hotel,16000,72,22,224,3,1320,0.0,164.2761070669528,1112.4563200419416
ajax post cc number,16000,44,18,115,2,707,0.0,164.28285400388117,113.50746981623422
ajax post cc name,16000,41,18,103,2,797,0.0,164.279480466143,115.10409647890036
post booking details,16000,42,19,104,2,754,0.0,164.27779374922997,556.6335862419915
post confirm booking,16000,101,31,304,4,1318,0.0,164.2761070669528,1277.7504195939043
cancel booking,16000,95,27,298,3,1471,0.0,164.28285400388117,1145.115334504918
get logout,16000,65,25,183,2,1061,0.0,164.28622768017578,383.38657929120757
TOTAL,176000,65,21,196,1,1471,0.0,1804.313950627409,6794.482590068328
