sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,19,2,242,25.197114041096054,0.0,98.93153937475267,222.47519755391767,2302.75
post login,4000,48,4,344,45.23477011589094,0.0,98.93643334157804,348.47798277887705,3606.775
ajax post search,4000,27,3,371,30.041399035331228,0.0,98.94867037724181,409.90259740259745,4242.0
get view hotel,4000,29,2,324,33.35365213792187,0.0,98.956014051754,285.3682709910445,2953.0
post book hotel,4000,26,4,333,28.755096321130623,0.0,98.95846218549764,669.9990413398976,6933.0
ajax post cc number,4000,22,2,377,27.55005771205389,0.0,98.96580731357315,68.23228512049087,706.0
ajax post cc name,4000,22,2,355,26.585808921302355,0.0,98.9731535321044,69.39719163676853,718.0
post booking details,4000,24,3,317,27.19141904627267,0.0,98.9756025139803,335.2025288266442,3468.0
post confirm booking,4000,36,5,366,36.56940994533545,0.0,98.9756025139803,771.7971050409511,7985.0005
cancel booking,4000,29,4,369,30.60472775467052,0.0,98.98295018683031,691.2857353582564,7151.50025
get logout,4000,34,3,392,32.35610452449429,0.0,98.99029895070282,230.8484705998812,2388.0
TOTAL,44000,29,2,392,32.614467104394265,0.0,1086.9565217391303,4096.740071292923,3859.4568863636364
