sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,4000,25,27,32,2,235,0.0,163.19203622863205,209.24916364081434
post login,4000,14,15,20,1,224,0.0,163.21201240411295,383.00073572914965
ajax post search,4000,10,11,18,1,219,0.0,163.21867221610154,422.58174960215445
get view hotel,4000,13,14,18,1,227,0.0,163.20535313558284,346.5228972010282
post book hotel,4000,13,14,18,1,222,0.0,163.20535313558284,886.5031085519605
ajax post cc number,4000,11,12,17,1,227,0.0,163.23199347072025,30.47687971842481
ajax post cc name,4000,13,14,18,1,228,0.0,163.20535313558284,28.87810345179322
post booking details,4000,13,15,18,1,224,0.0,163.22533257161513,421.961394658451
post confirm booking,4000,14,15,20,1,223,0.0,163.20535313558284,907.3819183769227
cancel booking,4000,12,12,18,1,229,0.0,163.22533257161513,775.6694151432303
get logout,4000,13,13,19,2,221,0.0,163.22533257161513,246.30288245735738
TOTAL,44000,14,14,23,1,235,0.0,1783.687368250365,4628.287881820577
