sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,25,2,235,17.582929214155413,0.0,163.19203622863205,209.24916364081434,1313.0
post login,4000,14,1,224,11.407251158802458,0.0,163.21201240411295,383.00073572914965,2402.965
ajax post search,4000,10,1,219,9.394355935214506,0.0,163.21867221610154,422.58174960215445,2651.19
get view hotel,4000,13,1,227,11.714133640073431,0.0,163.20535313558284,346.5228972010282,2174.19
post book hotel,4000,13,1,222,11.797664596753883,0.0,163.20535313558284,886.5031085519605,5562.19
ajax post cc number,4000,11,1,227,11.695881657660527,0.0,163.23199347072025,30.47687971842481,191.19
ajax post cc name,4000,13,1,228,10.545507310580179,0.0,163.20535313558284,28.87810345179322,181.19
post booking details,4000,13,1,224,11.3610633057606,0.0,163.22533257161513,421.961394658451,2647.19
post confirm booking,4000,14,1,223,11.914161646964505,0.0,163.20535313558284,907.3819183769227,5693.19
cancel booking,4000,12,1,229,11.286642093643264,0.0,163.22533257161513,775.6694151432303,4866.19
get logout,4000,13,2,221,12.390883493520548,0.0,163.22533257161513,246.30288245735738,1545.19
TOTAL,44000,14,1,235,12.651808127053657,0.0,1783.687368250365,4628.287881820577,2657.0613636363637
