sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,16000,231,4,991,116.90114419644273,0.0,76.98266446624551,227.865679684756,3031.0
post login,16000,233,6,930,116.51670527652287,0.0,76.9748869431348,302.1865678822284,4020.0
ajax post search,16000,11,2,595,15.676910920203635,0.0,76.98155329529162,154.1346141991272,2050.281375
get view hotel,16000,223,3,937,116.06816576309534,0.0,76.98081253247628,259.39488702314,3450.4749375
post book hotel,16000,236,6,962,117.02104878443609,0.0,76.97451662409013,559.7941136519718,7446.9993125
ajax post cc number,16000,9,1,330,10.853751128462166,0.0,76.98192368204542,33.55306760937447,446.317
ajax post cc name,16000,9,1,330,11.518392045272368,0.0,76.98340526470263,32.87049504238899,437.229125
post booking details,16000,232,5,3118,117.02027016769823,2.5E-4,76.9756275919137,277.1101874161086,3686.3724375
post confirm booking,16000,236,6,987,116.97418612641634,2.5E-4,76.97636825494574,466.95141971785756,6211.753875
cancel booking,16000,238,6,993,116.70868434628092,2.5E-4,76.97599792164806,439.29149137838755,5843.8279375
get logout,16000,226,3,976,118.55475648665211,0.0,76.98266446624551,239.42511259466463,3184.7600625
TOTAL,176000,171,1,3118,140.754065289158,6.818181818181818E-5,845.852917711968,2989.3974065792095,3619.0014602272727
