sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,2000,13,1,181,9.277767781099072,0.0,98.92175289346127,191.82995196112375,1985.75
post login,2000,16,3,78,6.43753050478209,0.0,98.85330170027679,313.31380208333337,3245.55
ajax post search,2000,13,3,184,8.336559902021936,0.0,98.83864591055102,313.50382999752907,3248.0
get view hotel,2000,15,2,191,9.060729978870354,0.0,98.81911161618658,257.2539404120757,2665.76
post book hotel,2000,16,3,194,13.126666560859993,0.0,98.80934736426066,598.9351748925449,6207.0
ajax post cc number,2000,13,2,179,8.003951773967657,0.0,98.81911161618658,59.83188398636296,620.0
ajax post cc name,2000,15,2,191,9.417100190610695,0.0,98.80934736426066,60.7909070698088,630.0
post booking details,2000,16,3,175,7.282199513196541,0.0,98.80446596186147,283.8467048710602,2941.76
post confirm booking,2000,17,3,194,11.772374399414929,0.0,98.80934736426066,640.9098488216986,6642.0
cancel booking,2000,15,4,271,9.950957290632896,0.0,98.81422924901186,568.8573060770751,5895.0
get logout,2000,14,3,65,6.450074108101394,0.0,98.82399446585632,199.9410144283032,2071.76
TOTAL,22000,15,1,271,9.333848158961311,0.0,1079.7016097369453,3465.3763158863367,3286.5981818181817
