sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,12000,31,16,66,2,902,0.0,52.82759713674424,88.47590731398083
post login,12000,396,393,571,9,1440,0.0,52.820853673030115,137.62308359340267
ajax post search,12000,190,182,299,4,1104,0.0,52.82387639212924,188.70091781485232
get view hotel,12000,189,182,298,4,1081,0.0,52.822713766919776,118.95169610432485
post book hotel,12000,281,249,470,13,1280,0.0,52.81829625782371,506.4160475188606
ajax post cc number,12000,41,18,102,2,891,0.0,52.82480652914609,7.99594239454848
ajax post cc name,12000,16,3,32,1,802,0.0,52.82596924648157,7.746265485987911
post booking details,12000,160,95,381,14,1375,0.0,52.81945868858087,142.46811025181677
post confirm booking,12000,302,266,513,12,1456,0.0,52.82201621635898,392.29632160684577
cancel booking,12000,457,440,675,12,1419,0.0,52.8210861776021,315.017942662711
get logout,12000,66,26,179,4,1130,0.0,52.82434145654317,88.51946164292505
TOTAL,132000,194,157,460,1,1456,0.0,580.5770584095708,1992.6440008755387
