sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,12000,31,2,902,54.19112550116793,0.0,52.82759713674424,88.47590731398083,1715.0
post login,12000,396,9,1440,158.70905314223754,0.0,52.820853673030115,137.62308359340267,2668.0
ajax post search,12000,190,4,1104,101.92212239949019,0.0,52.82387639212924,188.70091781485232,3658.0
get view hotel,12000,189,4,1081,102.56776373773447,0.0,52.822713766919776,118.95169610432485,2305.95
post book hotel,12000,281,13,1280,147.31656004443752,0.0,52.81829625782371,506.4160475188606,9818.0
ajax post cc number,12000,41,2,891,70.42043224404051,0.0,52.82480652914609,7.99594239454848,155.0
ajax post cc name,12000,16,1,802,47.95289137782054,0.0,52.82596924648157,7.746265485987911,150.15675
post booking details,12000,160,14,1375,161.39478913777356,0.0,52.81945868858087,142.46811025181677,2762.0
post confirm booking,12000,302,12,1456,157.76491391061006,0.0,52.82201621635898,392.29632160684577,7605.0
cancel booking,12000,457,12,1419,178.38075611447613,0.0,52.8210861776021,315.017942662711,6107.0
get logout,12000,66,4,1130,97.52303123991904,0.0,52.82434145654317,88.51946164292505,1715.95
TOTAL,132000,194,1,1456,190.28324544998753,0.0,580.5770584095708,1992.6440008755387,3514.550613636364
