sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,3000,13,1,212,11.11646322152669,0.0,132.6259946949602,256.93048532824935,1983.75
post login,3000,17,2,205,12.615564984925918,0.0,132.5556733828208,419.8933962420466,3243.7
ajax post search,3000,15,2,200,10.20575809150022,0.0,132.5381047051027,420.1354373757455,3246.0
get view hotel,3000,15,2,193,10.45130919497117,0.0,132.5322495140484,344.75986813041175,2663.76
post book hotel,3000,16,3,207,10.983314491637858,0.0,132.520540683806,803.0175341240391,6205.0
ajax post cc number,3000,14,2,199,11.18500670540702,0.0,132.5381047051027,79.9888170974155,618.0
ajax post cc name,3000,15,1,202,12.291888811551932,0.0,132.5322495140484,81.27954364728751,628.0
post booking details,3000,16,2,201,10.236462062429357,0.0,132.5263948403057,380.4646430622432,2939.76
post confirm booking,3000,18,3,216,13.690952908967128,0.0,132.5322495140484,859.3888054426577,6640.0
cancel booking,3000,17,3,204,13.228337726260241,0.0,132.5498166394203,762.8086615782265,5893.0
get logout,3000,16,2,203,11.684595271838328,0.0,132.56153064380715,267.93999381379524,2069.76
TOTAL,33000,16,1,216,11.751208717112098,0.0,1448.8935721812434,4647.512646947444,3284.6118181818183
