sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,8000,17,15,29,1,365,0.0,148.6132525867994,241.52411017815012
post login,8000,43,34,80,4,458,0.0,148.5304765971668,499.8235475343941
ajax post search,8000,22,16,43,2,427,0.0,148.5580583461774,331.09151872760026
get view hotel,8000,22,17,40,2,379,0.0,148.5525411769075,385.62585881937866
post book hotel,8000,138,135,239,7,493,0.0,148.51117546595384,1416.222293383827
ajax post cc number,8000,17,14,30,1,344,0.0,148.5580583461774,173.5387341924941
ajax post cc name,8000,17,15,29,1,340,0.0,148.5525411769075,176.5787769483594
post booking details,8000,36,31,59,3,441,0.0,148.51117546595384,399.70390584391475
post confirm booking,8000,21,17,41,1,379,0.0,148.5663348685188,24.256646022136383
get confirm booking,8000,19,16,32,2,365,0.0,148.56357592527252,864.859085126929
cancel booking,8000,41,31,75,4,474,0.0,148.52771898555568,791.5192993204856
get logout,8000,17,14,30,1,377,0.0,148.56357592527252,241.58845800293415
TOTAL,96000,34,19,75,1,493,0.0,1775.6404328123554,5525.0924090215485
