sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,8000,17,1,365,19.92731611969798,0.0,148.6132525867994,241.52411017815012,1664.19
post login,8000,43,4,458,35.05136597819691,0.0,148.5304765971668,499.8235475343941,3445.8875
ajax post search,8000,22,2,427,24.39786792811003,0.0,148.5580583461774,331.09151872760026,2282.19
get view hotel,8000,22,2,379,23.014101782589194,0.0,148.5525411769075,385.62585881937866,2658.19
post book hotel,8000,138,7,493,77.23901112769617,0.0,148.51117546595384,1416.222293383827,9765.0
ajax post cc number,8000,17,1,344,17.665882683862698,0.0,148.5580583461774,173.5387341924941,1196.19
ajax post cc name,8000,17,1,340,17.624718958308957,0.0,148.5525411769075,176.5787769483594,1217.19
post booking details,8000,36,3,441,26.102270971303916,0.0,148.51117546595384,399.70390584391475,2756.0
post confirm booking,8000,21,1,379,21.132016390642303,0.0,148.5663348685188,24.256646022136383,167.19
get confirm booking,8000,19,2,365,16.362147043080107,0.0,148.56357592527252,864.859085126929,5961.19
cancel booking,8000,41,4,474,32.92607248988824,0.0,148.52771898555568,791.5192993204856,5457.0
get logout,8000,17,1,377,22.197707764189865,0.0,148.56357592527252,241.58845800293415,1665.19
TOTAL,96000,34,1,493,45.75781552920877,0.0,1775.6404328123554,5525.0924090215485,3186.2839583333334
