sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,1000,13,14,17,2,45,0.0,54.03360890473875,121.56242823661316
post login,1000,16,17,21,3,41,0.0,53.99568034557235,183.82259887958963
ajax post search,1000,15,15,19,5,50,0.0,54.00442836312578,222.92648309661394
get view hotel,1000,14,14,18,4,40,0.0,54.007344998919855,156.1550652138691
post book hotel,1000,16,17,20,5,40,0.0,53.99568034557235,366.3691279697624
ajax post cc number,1000,13,13,18,3,47,0.0,54.007344998919855,49.78802117087925
ajax post cc name,1000,15,15,19,4,34,0.0,54.00442836312578,45.61897513096074
post booking details,1000,16,16,19,4,31,0.0,54.00151204233718,183.29716357057998
post confirm booking,1000,16,16,20,5,79,0.0,54.00151204233718,413.6072841289556
cancel booking,1000,15,14,20,6,44,0.0,54.01317921572864,370.07467322026577
get logout,1000,14,14,19,4,56,0.0,54.01317921572864,126.05325699470671
TOTAL,11000,15,15,19,2,79,0.0,589.3383337798017,2221.483747153764
