sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,12000,27,1,669,47.12542638880193,0.0,171.2157746800405,332.0231685262602,1985.75
post login,12000,50,2,935,78.69641680000254,0.0,171.18890695882908,542.6721785928272,3246.1
ajax post search,12000,53,3,865,82.94838399805562,0.0,171.179138968931,542.9588314170779,3248.0
get view hotel,12000,47,2,779,76.28286258976448,0.0,171.1766971456286,445.62108611614343,2665.76
post book hotel,12000,46,3,879,72.17016234316567,0.0,171.1718137080094,1037.5619606304829,6207.0
ajax post cc number,12000,33,2,772,55.05635351461618,0.0,171.18158086189925,103.64509778747806,620.0
ajax post cc name,12000,32,1,591,49.96662893142615,0.0,171.17425539198905,105.31228603218077,630.0
post booking details,12000,32,3,614,49.56657055408469,0.0,171.1718137080094,491.7445260680408,2941.76
post confirm booking,12000,65,4,1031,95.94154911484156,0.0,171.1718137080094,1110.2765494615219,6642.0
cancel booking,12000,63,3,1036,95.08510752211966,0.0,171.179138968931,985.4502189666485,5895.0
get logout,12000,45,3,831,68.57333026099383,0.0,171.1766971456286,346.32522859221433,2071.76
TOTAL,132000,45,1,1036,73.13460340599802,0.0,1879.164056716588,6031.397588228176,3286.648181818182
