sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,12000,27,15,50,1,669,0.0,171.2157746800405,332.0231685262602
post login,12000,50,20,137,2,935,0.0,171.18890695882908,542.6721785928272
ajax post search,12000,53,20,150,3,865,0.0,171.179138968931,542.9588314170779
get view hotel,12000,47,19,135,2,779,0.0,171.1766971456286,445.62108611614343
post book hotel,12000,46,20,125,3,879,0.0,171.1718137080094,1037.5619606304829
ajax post cc number,12000,33,17,68,2,772,0.0,171.18158086189925,103.64509778747806
ajax post cc name,12000,32,17,64,1,591,0.0,171.17425539198905,105.31228603218077
post booking details,12000,32,18,66,3,614,0.0,171.1718137080094,491.7445260680408
post confirm booking,12000,65,23,188,4,1031,0.0,171.1718137080094,1110.2765494615219
cancel booking,12000,63,23,181,3,1036,0.0,171.179138968931,985.4502189666485
get logout,12000,45,21,107,3,831,0.0,171.1766971456286,346.32522859221433
TOTAL,132000,45,19,115,1,1036,0.0,1879.164056716588,6031.397588228176
