sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,2000,31,31,40,4,199,0.0,63.926356836923866,189.21951911398068
post login,2000,33,32,41,6,194,0.0,63.88347653879324,250.7925543808094
ajax post search,2000,11,10,20,2,169,0.0,63.92227051904884,127.34633435742137
get view hotel,2000,20,20,26,3,175,0.0,63.91614202166757,214.7384506527436
post book hotel,2000,34,33,42,7,199,0.0,63.87939570091666,464.5604099460219
ajax post cc number,2000,10,9,19,1,64,0.0,63.926356836923866,27.222202522693856
ajax post cc name,2000,15,15,19,1,85,0.0,63.928400191785194,26.680180697618667
post booking details,2000,37,37,43,6,193,0.0025,63.88347653879324,229.62313614966303
post confirm booking,2000,33,32,41,7,190,0.0025,63.885517153261354,386.8406565434741
cancel booking,2000,33,32,43,3,202,0.0025,63.887557898099345,363.9386866614758
get logout,2000,17,16,26,4,90,0.0,63.9202275560101,198.21032101936783
TOTAL,22000,25,27,39,1,202,6.818181818181819E-4,697.9474001459345,2461.873384013832
