sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,4000,14,13,24,1,227,0.0,151.09163707788775,292.70315923169903
post login,4000,19,17,30,2,237,0.0,151.01177891875568,478.3674151974479
ajax post search,4000,18,15,31,3,242,0.0,151.00607799463927,478.67746989316316
get view hotel,4000,17,15,28,2,254,0.0,151.01177891875568,392.8311877076412
post book hotel,4000,18,16,29,3,230,0.0,150.9946774376203,914.9628647465177
ajax post cc number,4000,15,13,26,2,227,0.0,151.01177891875568,91.13796813651464
ajax post cc name,4000,16,15,24,2,280,0.0,151.00607799463927,92.60919627014987
post booking details,4000,17,16,26,2,226,0.0,151.00607799463927,433.5172146928914
post confirm booking,4000,20,18,34,3,238,0.0,151.00607799463927,979.1800369964891
cancel booking,4000,21,17,36,3,248,0.0,151.02888427411742,869.1535303001699
get logout,4000,18,15,31,3,230,0.0,151.02888427411742,305.26713233905986
TOTAL,44000,18,16,29,1,280,0.0,1652.1477921297687,5299.487722711399
