sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,6000,20,15,47,1,368,0.0,96.17542397332734,155.5336934568653
post login,6000,79,66,136,7,435,0.0,96.1076405574243,335.0486920350793
ajax post search,6000,29,20,61,3,343,0.0,96.13381827503885,247.5633581946069
get view hotel,6000,33,22,71,3,353,0.0,96.13535858488751,225.7866576139204
post book hotel,6000,73,58,141,9,467,0.0,96.11533840608732,1102.6982378854625
ajax post cc number,6000,29,20,62,2,386,0.0,96.13997981060423,139.23397466711532
ajax post cc name,6000,28,19,60,2,371,0.0,96.14306087458138,140.83456182800006
post booking details,6000,54,43,102,4,419,0.0,96.11687812379854,233.25238490003844
post confirm booking,6000,32,21,67,2,340,0.0,96.14306087458138,24.599103465957345
get confirm booking,6000,56,43,107,6,421,0.0,96.1199577072186,584.2291179391881
cancel booking,6000,65,51,124,6,502,0.0,96.12303748798462,544.8223726369753
get logout,6000,34,23,73,2,364,0.0,96.14768284084353,155.84562888596884
TOTAL,72000,44,31,96,1,502,0.0,1149.2234760817864,3875.0425846155686
