sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,4,1,215,8.472083805062365,0.0,146.00671630895022,237.26091400204407,1664.0
post login,4000,9,3,239,14.20093763629712,0.0,146.00671630895022,505.43062285552634,3544.775
ajax post search,4000,7,2,227,11.516857036535619,0.0,146.0120459937945,325.3901259353897,2282.0
get view hotel,4000,8,2,201,10.23684569337645,0.0,146.02270653086555,379.17419596247214,2659.0
post book hotel,4000,103,8,467,73.79157943110785,0.0,145.99605810643112,1400.507108183079,9823.0
ajax post cc number,4000,5,1,211,7.020603944818422,0.0,146.02803738317758,192.66003760221963,1351.0
ajax post cc name,4000,4,1,233,7.418651322005907,0.0,146.03336862473077,196.8027819356723,1380.0
post booking details,4000,9,2,261,13.259126929685074,0.0,146.02803738317758,394.16161653037386,2764.0
post confirm booking,4000,5,1,248,11.19874055139684,0.0,146.03336862473077,24.10188765242233,169.00475
get confirm booking,4000,6,2,259,9.88459315993835,0.0,146.02803738317758,864.4746441707433,6062.0005
cancel booking,4000,12,3,251,17.440453963056697,0.0,146.02270653086555,792.3585989691709,5556.50025
get logout,4000,4,1,198,7.451712718395684,0.0,146.03336862473077,237.44683472673506,1665.0
TOTAL,48000,15,1,467,35.92204194815852,0.0,1749.3986442160508,5540.94123854235,3243.3567083333332
