sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,28,3,243,17.076845112607884,0.0,153.49194167306214,202.2076458173446,1349.0
post login,4000,17,2,226,13.12141379339513,0.0,153.5272894757043,383.0633312063407,2554.965
ajax post search,4000,14,2,227,13.138304625692768,0.0,153.55086372360844,417.7948056621881,2786.19
get view hotel,4000,15,2,209,12.810006906223744,0.0,153.53318235903734,343.3790614324646,2290.19
post book hotel,4000,14,2,226,10.478690874221837,0.0,153.53907569476434,883.0281144441885,5889.19
ajax post cc number,4000,13,2,215,10.775309853433448,0.0,153.56265356265357,49.216530539772734,328.19
ajax post cc name,4000,14,2,219,10.918186774254231,0.0,153.53318235903734,47.7077375925997,318.19
post booking details,4000,15,2,223,12.591025216399181,0.0,153.53907569476434,403.3684434016582,2690.19
post confirm booking,4000,17,3,223,14.387514300601058,0.0,153.53318235903734,862.3032256362031,5751.19
cancel booking,4000,16,3,225,15.150183629250174,0.0,153.56265356265357,752.5454809390357,5018.19
get logout,4000,15,2,217,11.903005374169163,0.0,153.5567584168298,257.9558596299282,1720.19
TOTAL,44000,16,2,243,13.625679139776652,0.0,1678.4283806980736,4573.9073228590505,2790.515909090909
