sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,4000,28,28,40,3,243,0.0,153.49194167306214,202.2076458173446
post login,4000,17,16,24,2,226,0.0,153.5272894757043,383.0633312063407
ajax post search,4000,14,13,24,2,227,0.0,153.55086372360844,417.7948056621881
get view hotel,4000,15,15,22,2,209,0.0,153.53318235903734,343.3790614324646
post book hotel,4000,14,15,20,2,226,0.0,153.53907569476434,883.0281144441885
ajax post cc number,4000,13,13,21,2,215,0.0,153.56265356265357,49.216530539772734
ajax post cc name,4000,14,15,19,2,219,0.0,153.53318235903734,47.7077375925997
post booking details,4000,15,16,20,2,223,0.0,153.53907569476434,403.3684434016582
post confirm booking,4000,17,16,25,3,223,0.0,153.53318235903734,862.3032256362031
cancel booking,4000,16,14,26,3,225,0.0,153.56265356265357,752.5454809390357
get logout,4000,15,14,26,2,217,0.0,153.5567584168298,257.9558596299282
TOTAL,44000,16,15,29,2,243,0.0,1678.4283806980736,4573.9073228590505
