sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,16000,58,18,182,1,1139,0.0,92.75792500521764,150.45630399706943
post login,16000,202,118,495,6,2019,0.0,92.7353449175235,274.61299294631783
ajax post search,16000,87,24,275,3,1287,0.0,92.74770884175503,241.02571380411973
get view hotel,16000,103,35,311,3,1215,0.0,92.74770884175503,218.22388431933325
post book hotel,16000,253,193,556,8,1775,0.0,92.73964503900861,1055.7285568551986
ajax post cc number,16000,71,22,224,2,1172,0.0,92.748246478465,158.07800770607503
ajax post cc name,16000,71,22,219,2,1015,0.0,92.74663358703403,159.2721737365445
post booking details,16000,138,63,374,5,1384,0.0,92.74179524930155,225.51471696363365
post confirm booking,16000,89,23,290,1,1719,0.0,92.75147242962483,22.669118813911563
get confirm booking,16000,149,72,394,5,1676,0.0,92.7423328174541,517.1471878785771
cancel booking,16000,176,94,445,6,1991,0.0,92.74340797245522,478.93275523275696
get logout,16000,97,31,299,2,1347,0.0,92.74985942599432,150.49947474957537
TOTAL,192000,125,45,367,1,2019,0.0,1111.3876717007124,3647.1350134328854
