sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,4000,14,14,20,1,219,0.0,121.29666130939745,197.1295808442248
post login,4000,32,31,44,4,255,0.0,121.19375852143614,419.18068758521434
ajax post search,4000,14,13,24,2,216,0.0,121.26724268606942,270.26844588449296
get view hotel,4000,16,15,22,2,208,0.0,121.2635663614867,314.78671822894563
post book hotel,4000,44,42,70,8,311,0.0,121.20844822884155,1155.8598603072635
ajax post cc number,4000,14,13,20,1,213,0.0,121.2709192335678,159.78272609447004
ajax post cc name,4000,15,15,19,1,203,0.0,121.27459600400206,162.51151161204257
post booking details,4000,30,30,41,3,224,0.0,121.15704982583674,326.20115856428896
post confirm booking,4000,16,16,24,1,213,0.0,121.20844822884155,18.251104133208084
get confirm booking,4000,15,15,20,2,201,0.0,121.20844822884155,717.0935634526227
cancel booking,4000,29,28,43,5,232,0.0,121.16438978584195,657.1748250689122
get logout,4000,14,13,21,1,207,0.0,121.22681537156019,197.13445379742998
TOTAL,48000,21,16,38,1,311,0.0,1444.6517787275027,4564.066802917896
