sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,14,1,219,11.386829936378254,0.0,121.29666130939745,197.1295808442248,1664.19
post login,4000,32,4,255,18.84861586264361,0.0,121.19375852143614,419.18068758521434,3541.775
ajax post search,4000,14,2,216,12.320015006078522,0.0,121.26724268606942,270.26844588449296,2282.19
get view hotel,4000,16,2,208,12.667855343348377,0.0,121.2635663614867,314.78671822894563,2658.19
post book hotel,4000,44,8,311,25.32580816948395,0.0,121.20844822884155,1155.8598603072635,9765.0
ajax post cc number,4000,14,1,213,11.541900016894965,0.0,121.2709192335678,159.78272609447004,1349.19
ajax post cc name,4000,15,1,203,11.934246677105348,0.0,121.27459600400206,162.51151161204257,1372.19
post booking details,4000,30,3,224,18.39616588959504,0.0,121.15704982583674,326.20115856428896,2757.0
post confirm booking,4000,16,1,213,12.216350426784587,0.0,121.20844822884155,18.251104133208084,154.19
get confirm booking,4000,15,2,201,9.440969229904312,0.0,121.20844822884155,717.0935634526227,6058.19
cancel booking,4000,29,5,232,16.17342968420736,0.0,121.16438978584195,657.1748250689122,5554.0
get logout,4000,14,1,207,12.710715794163601,0.0,121.22681537156019,197.13445379742998,1665.19
TOTAL,48000,21,1,311,17.921784285770126,0.0,1444.6517787275027,4564.066802917896,3235.107916666667
