sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,20000,71,21,213,1,3090,0.0,92.04755176524193,149.6894680557601
post login,20000,248,128,622,6,4269,0.0,92.03018590097551,272.5369702512424
ajax post search,20000,117,31,394,3,3416,0.0,92.03738558602505,239.5450832909578
get view hotel,20000,141,55,414,3,3963,0.0,92.03780913199141,216.9393763129769
post book hotel,20000,278,192,639,9,4281,0.0,92.03145635178103,1047.666686223351
ajax post cc number,20000,93,27,303,2,3143,0.0,92.03780913199141,157.21343992174485
ajax post cc name,20000,87,26,273,2,3684,0.0,92.03780913199141,158.4434524374488
post booking details,20000,162,71,454,4,3706,0.0,92.03187984317768,223.78845782178948
post confirm booking,20000,112,26,385,2,3639,0.0,92.03780913199141,22.897676678079357
get confirm booking,20000,176,80,474,6,3468,0.0,92.03187984317768,513.1855799849068
cancel booking,20000,222,109,569,7,3814,0.0,92.03357384773965,475.26712744809305
get logout,20000,137,51,415,2,3532,0.0,92.03950335483991,149.73743214962863
TOTAL,240000,154,57,456,1,4281,0.0,1103.2200234434256,3623.0060384417593
