sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,1000,30,8,172,6.7756443236049515,0.0,36.18468664061369,107.10525899189463,3031.0
post login,1000,32,11,177,10.23575224397307,0.0,36.1755236407047,142.01719241761023,4020.0
ajax post search,1000,10,3,52,3.1253401414886013,0.0,36.200405444540976,72.11799522154648,2040.0
get view hotel,1000,17,4,158,5.956790327013363,0.0,36.19647446338727,121.610963685887,3440.38
post book hotel,1000,32,12,73,5.067663761537455,0.0,36.17159806120234,263.0565339470448,7447.0
ajax post cc number,1000,9,2,55,3.4499088393753268,0.0,36.22269714202919,15.422945267504618,436.0
ajax post cc name,1000,15,2,157,6.911753467825657,0.0,36.21613791105317,15.115286152759671,427.38
post booking details,1000,33,15,82,4.695917801665626,0.0,36.19647446338727,130.32851693995005,3687.0
post confirm booking,1000,31,9,175,6.665303518970472,0.0,36.19778469557663,219.62581671251718,6213.0
cancel booking,1000,29,11,76,5.325401393322378,0.0,36.2043372796061,206.6546400383766,5845.0
get logout,1000,14,4,61,4.323776011774894,0.0,36.22269714202919,112.32502739341471,3175.38
TOTAL,11000,23,2,177,11.171233792851417,0.0,394.7179560786565,1393.3620942927373,3614.74
