sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,1000,13,2,43,3.404170236636233,0.0,55.0478916657492,106.64185067571287,1983.75
post login,1000,16,4,54,3.3128946557353767,0.0,55.01760563380282,174.2457000302597,3243.1
ajax post search,1000,13,4,38,2.7448999981784423,0.0,55.03880235566074,174.4687035610105,3246.0
get view hotel,1000,14,4,177,5.694550026121466,0.0,55.03274448296737,143.1582260194816,2663.76
post book hotel,1000,16,4,172,8.921714577366842,0.0,55.026687943652675,333.43808465855943,6205.0
ajax post cc number,1000,13,2,171,5.749399186001956,0.0,55.0357732526142,33.21494909190974,618.0
ajax post cc name,1000,15,5,176,7.705058014058037,0.0,55.0297160466652,33.74869304424389,628.0
post booking details,1000,16,5,44,2.8574448376128005,0.0,55.02366017387477,157.96519065698251,2939.76
post confirm booking,1000,16,4,165,6.215615094260579,0.0,55.0297160466652,356.83331499009466,6640.0
cancel booking,1000,14,5,173,6.158958028757786,0.0,55.10249063257659,317.1083762673573,5893.0
get logout,1000,13,5,34,2.8050212120410123,0.0,55.09338328466752,111.3575009641342,2069.76
TOTAL,11000,14,2,177,5.604285089432583,0.0,600.3711385219954,1925.735731804661,3284.557272727273
